isn,ssn,uid,publicering,kode,cvrNummer,periodeStart,periodeSlut,xbrlDokument,pdfDokument
495206,0,X-6689081F-20150219_130312_903,TIL,R,30823753,1-1-2014,31-12-2014,X-6689081F-20150219_130312_903.xml,
495207,0,X-0ADA976A-20150219_092654_305,TIL,R,30823435,1-10-2013,30-9-2014,X-0ADA976A-20150219_092654_305.xml,
495208,0,X-4EE1E208-20150220_165425_519,TIL,R,30815033,1-1-2014,31-12-2014,X-4EE1E208-20150220_165425_519.xml,
495209,0,X-091BCB3A-20150219_085513_855,TIL,R,30814614,1-10-2013,30-9-2014,X-091BCB3A-20150219_085513_855.xml,
495210,0,X-BEE2FAD0-20150219_150722_598,TIL,R,30812301,1-10-2013,30-9-2014,X-BEE2FAD0-20150219_150722_598.xml,
495211,0,X-79B1CACD-20150219_160713_224,TIL,R,30812115,1-1-2014,31-12-2014,X-79B1CACD-20150219_160713_224.xml,
495212,0,X-A169B686-20150219_163127_204,TIL,R,30810996,1-10-2013,30-9-2014,X-A169B686-20150219_163127_204.xml,
495213,0,X-07242691-20150219_075254_552,TIL,R,30808053,1-1-2014,31-12-2014,X-07242691-20150219_075254_552.xml,
495214,0,X-085C34F8-20150220_142755_243,TIL,R,30807383,1-1-2014,31-12-2014,X-085C34F8-20150220_142755_243.xml,
495215,0,X-5EE0AE87-20150219_085904_954,TIL,R,30802098,1-1-2014,31-12-2014,X-5EE0AE87-20150219_085904_954.xml,
495216,0,X-B4F90C07-20150220_082533_501,TIL,R,30739736,1-1-2014,31-12-2014,X-B4F90C07-20150220_082533_501.xml,
495217,0,X-4EE1E208-20150220_143415_885,TIL,R,30714709,1-10-2013,30-9-2014,X-4EE1E208-20150220_143415_885.xml,
495218,0,X-67C4382E-20150220_162115_644,TIL,R,30714296,1-1-2014,31-12-2014,X-67C4382E-20150220_162115_644.xml,
495219,0,X-309937F4-20150220_075852_212,TIL,R,30711092,1-10-2013,30-9-2014,X-309937F4-20150220_075852_212.xml,
495220,0,X-E7AA9D58-20150219_131903_827,TIL,R,30710509,1-1-2014,31-12-2014,X-E7AA9D58-20150219_131903_827.xml,
495221,0,X-FA721ED9-20150219_075429_634,TIL,R,30701453,1-1-2014,31-12-2014,X-FA721ED9-20150219_075429_634.xml,
495222,0,X-7DCBEB12-20150218_212513_270,TIL,R,30696832,1-10-2013,30-9-2014,X-7DCBEB12-20150218_212513_270.xml,
495223,0,X-F67A37C9-20150218_105747_458,TIL,R,30689755,1-1-2014,31-12-2014,X-F67A37C9-20150218_105747_458.xml,
495224,0,X-5C288FC2-20150219_165844_143,TIL,R,30688651,1-1-2014,31-12-2014,X-5C288FC2-20150219_165844_143.xml,
495225,0,X-091BCB3A-20150219_084834_699,TIL,R,30612396,1-1-2014,31-12-2014,X-091BCB3A-20150219_084834_699.xml,
495226,0,X-BF7D02A5-20150220_111647_129,TIL,R,30610849,1-10-2013,30-9-2014,X-BF7D02A5-20150220_111647_129.xml,
495227,0,X-CACA041D-20150218_222039_264,TIL,R,30610520,1-10-2013,30-9-2014,X-CACA041D-20150218_222039_264.xml,
495228,0,X-F7691F47-20150219_112156_476,TIL,R,30604628,1-1-2014,31-12-2014,X-F7691F47-20150219_112156_476.xml,
495229,0,X-3606C59A-20150220_140448_353,TIL,R,30603753,1-1-2014,31-12-2014,X-3606C59A-20150220_140448_353.xml,
495230,0,X-F7691F47-20150219_112158_390,TIL,R,30601920,1-1-2014,31-12-2014,X-F7691F47-20150219_112158_390.xml,
495231,0,X-51608DDE-20150220_135825_958,TIL,R,30598083,1-11-2013,31-10-2014,X-51608DDE-20150220_135825_958.xml,
495232,0,X-B3A2AEEC-20150220_093152_128,TIL,R,30595866,1-10-2013,30-9-2014,X-B3A2AEEC-20150220_093152_128.xml,
495233,0,X-3EA4CC68-20150219_084532_136,TIL,R,30595564,1-1-2014,31-12-2014,X-3EA4CC68-20150219_084532_136.xml,
495234,0,X-CACA041D-20150218_222246_885,TIL,R,30594312,1-10-2013,30-9-2014,X-CACA041D-20150218_222246_885.xml,
495235,0,X-3EA4CC68-20150219_084835_664,TIL,R,30592530,1-1-2014,31-12-2014,X-3EA4CC68-20150219_084835_664.xml,
495236,0,X-4EE1E208-20150218_125815_786,TIL,R,30578996,1-1-2014,31-12-2014,X-4EE1E208-20150218_125815_786.xml,
495237,0,X-4EE1E208-20150218_124932_131,TIL,R,30578988,1-1-2014,31-12-2014,X-4EE1E208-20150218_124932_131.xml,
495238,0,X-4EE1E208-20150218_125353_336,TIL,R,30578937,1-1-2014,31-12-2014,X-4EE1E208-20150218_125353_336.xml,
495239,0,X-F7EFCE3B-20150220_135026_331,TIL,R,30576683,1-10-2013,30-9-2014,X-F7EFCE3B-20150220_135026_331.xml,
495240,0,X-4EE1E208-20150220_100936_776,TIL,R,30575504,1-1-2014,31-12-2014,X-4EE1E208-20150220_100936_776.xml,
495241,0,X-F7EFCE3B-20150220_134940_853,TIL,R,30571541,1-10-2013,30-9-2014,X-F7EFCE3B-20150220_134940_853.xml,
495242,0,X-4EE1E208-20150220_102248_802,TIL,R,30570537,1-1-2014,31-12-2014,X-4EE1E208-20150220_102248_802.xml,
495243,0,X-4EE1E208-20150220_103100_203,TIL,R,30570510,1-1-2014,31-12-2014,X-4EE1E208-20150220_103100_203.xml,
495244,0,X-ECDA4AB1-20150219_125440_661,TIL,R,30566033,1-1-2014,31-12-2014,X-ECDA4AB1-20150219_125440_661.xml,
495245,0,X-07EA19AF-20150219_163623_257,TIL,R,30564944,1-10-2013,30-9-2014,X-07EA19AF-20150219_163623_257.xml,
495246,0,X-7E2D0496-20150220_112005_794,TIL,R,30561880,1-10-2013,30-9-2014,X-7E2D0496-20150220_112005_794.xml,
495247,0,X-F6C818C3-20150220_130418_320,TIL,R,30555570,1-10-2013,30-9-2014,X-F6C818C3-20150220_130418_320.xml,
495248,0,X-47132FCB-20150218_170858_845,TIL,R,30543386,1-1-2014,31-12-2014,X-47132FCB-20150218_170858_845.xml,
495249,0,X-47132FCB-20150218_170758_553,TIL,R,30543335,1-1-2014,31-12-2014,X-47132FCB-20150218_170758_553.xml,
495250,0,X-16654E6E-20150219_141308_353,TIL,R,30538587,1-1-2014,31-12-2014,X-16654E6E-20150219_141308_353.xml,
495251,0,X-8A1998CC-20150218_171310_294,TIL,R,30532112,1-11-2013,31-10-2014,X-8A1998CC-20150218_171310_294.xml,
495252,0,X-972044A2-20150220_092055_464,TIL,R,30530365,1-1-2014,31-12-2014,X-972044A2-20150220_092055_464.xml,
495253,0,X-D3A0C8C1-20150220_142308_697,TIL,R,30524136,1-1-2014,31-12-2014,X-D3A0C8C1-20150220_142308_697.xml,
495254,0,X-9D556DD4-20150220_085616_769,TIL,R,30513789,1-10-2013,30-9-2014,X-9D556DD4-20150220_085616_769.xml,
495255,0,X-6BD9F774-20150219_122640_629,TIL,R,30513479,1-1-2014,31-12-2014,X-6BD9F774-20150219_122640_629.xml,
495256,0,X-710E9133-20150218_140557_078,TIL,R,30509463,1-1-2014,31-12-2014,X-710E9133-20150218_140557_078.xml,
495257,0,X-3C17DDDE-20150220_125537_746,TIL,R,30506251,1-10-2013,30-9-2014,X-3C17DDDE-20150220_125537_746.xml,
495258,0,X-3C17DDDE-20150220_124420_369,TIL,R,30506103,1-10-2013,30-9-2014,X-3C17DDDE-20150220_124420_369.xml,
495259,0,X-3C17DDDE-20150220_125033_081,TIL,R,30506030,1-10-2013,30-9-2014,X-3C17DDDE-20150220_125033_081.xml,
495260,0,X-C8AD0B3B-20150220_155020_381,TIL,R,30494962,1-10-2013,30-9-2014,X-C8AD0B3B-20150220_155020_381.xml,
495261,0,X-AB475EB0-20150220_151249_381,TIL,R,30494490,1-1-2014,31-12-2014,X-AB475EB0-20150220_151249_381.xml,
495262,0,X-A17FED0F-20150219_095910_868,TIL,R,30485890,1-10-2013,30-9-2014,X-A17FED0F-20150219_095910_868.xml,
495263,0,X-5CE64D7B-20150218_164055_694,TIL,R,30359631,1-9-2013,31-8-2014,X-5CE64D7B-20150218_164055_694.xml,
495264,0,X-F7691F47-20150220_114652_325,TIL,R,30344634,1-9-2013,31-8-2014,X-F7691F47-20150220_114652_325.xml,
495265,0,X-F7691F47-20150220_114151_297,TIL,R,30344332,1-9-2013,31-8-2014,X-F7691F47-20150220_114151_297.xml,
495266,0,X-15980090-20150219_122644_476,TIL,R,30280873,1-1-2014,31-12-2014,X-15980090-20150219_122644_476.xml,
495267,0,X-C8FD948D-20150219_123540_808,TIL,R,30244087,1-10-2013,30-9-2014,X-C8FD948D-20150219_123540_808.xml,
495268,0,X-853AB0E8-20150219_082944_010,TIL,R,30208730,1-1-2014,31-12-2014,X-853AB0E8-20150219_082944_010.xml,
495269,0,X-9FB582D0-20150218_125737_389,TIL,R,30208722,1-1-2014,31-12-2014,X-9FB582D0-20150218_125737_389.xml,
495270,0,X-8C199C3D-20150220_170103_294,TIL,R,30208463,1-1-2014,31-12-2014,X-8C199C3D-20150220_170103_294.xml,
495271,0,X-803A5995-20150220_113633_203,TIL,R,30207432,1-1-2014,31-12-2014,X-803A5995-20150220_113633_203.xml,
495272,0,X-803A5995-20150220_135952_501,TIL,R,30204743,1-1-2014,31-12-2014,X-803A5995-20150220_135952_501.xml,
495273,0,X-EB3A8434-20150219_103546_805,TIL,R,30179137,1-1-2014,31-12-2014,X-EB3A8434-20150219_103546_805.xml,
495274,0,X-C4B08D4C-20150219_101754_147,TIL,R,30176839,1-1-2014,31-12-2014,X-C4B08D4C-20150219_101754_147.xml,
495275,0,X-450C6728-20150219_162338_280,TIL,R,30173732,1-1-2014,31-12-2014,X-450C6728-20150219_162338_280.xml,
495276,0,X-AB475EB0-20150220_151009_816,TIL,R,30082524,1-1-2014,31-12-2014,X-AB475EB0-20150220_151009_816.xml,
495277,0,X-9CE5FC67-20150219_160823_548,TIL,R,30072731,1-10-2013,30-9-2014,X-9CE5FC67-20150219_160823_548.xml,
495278,0,X-46C4890F-20150219_125433_397,TIL,R,30071433,1-1-2014,31-12-2014,X-46C4890F-20150219_125433_397.xml,
495279,0,X-DEEC2589-20150220_102231_587,TIL,R,29975183,1-1-2014,31-12-2014,X-DEEC2589-20150220_102231_587.xml,
495280,0,X-B5E58FD1-20150220_125539_863,TIL,R,29941025,1-1-2014,31-12-2014,X-B5E58FD1-20150220_125539_863.xml,
495281,0,X-FACF9A5F-20150218_113256_227,TIL,R,29933987,1-10-2013,30-9-2014,X-FACF9A5F-20150218_113256_227.xml,
495282,0,X-90FA6061-20150220_114101_484,TIL,R,29932204,1-10-2013,30-9-2014,X-90FA6061-20150220_114101_484.xml,
495283,0,X-7133441E-20150218_125529_551,TIL,R,29930090,1-10-2013,30-9-2014,X-7133441E-20150218_125529_551.xml,
495284,0,X-EE9EB630-20150220_100506_399,TIL,R,29927421,1-10-2013,30-9-2014,X-EE9EB630-20150220_100506_399.xml,
495285,0,X-4EE1E208-20150219_145457_665,TIL,R,29926247,1-10-2013,30-9-2014,X-4EE1E208-20150219_145457_665.xml,
495286,0,X-09BC4925-20150218_124813_559,TIL,R,29923361,1-1-2014,31-12-2014,X-09BC4925-20150218_124813_559.xml,
495287,0,X-607FD482-20150220_122408_133,TIL,R,29922543,1-10-2013,30-9-2014,X-607FD482-20150220_122408_133.xml,
495288,0,X-607FD482-20150220_123756_297,TIL,R,29921407,1-10-2013,30-9-2014,X-607FD482-20150220_123756_297.xml,
495289,0,X-DC321CE1-20150219_132045_882,TIL,R,29921091,1-1-2014,31-12-2014,X-DC321CE1-20150219_132045_882.xml,
495290,0,X-DEEC2589-20150218_170418_308,TIL,R,29918163,1-10-2013,30-9-2014,X-DEEC2589-20150218_170418_308.xml,
495291,0,X-DEEC2589-20150218_171234_488,TIL,R,29917795,1-10-2013,30-9-2014,X-DEEC2589-20150218_171234_488.xml,
495292,0,X-00B821D6-20150218_131241_655,TIL,R,29852103,1-11-2013,31-10-2014,X-00B821D6-20150218_131241_655.xml,
495293,0,X-4EE1E208-20150220_104912_184,TIL,R,29845336,1-1-2014,31-12-2014,X-4EE1E208-20150220_104912_184.xml,
495294,0,X-0CE720C7-20150220_082136_953,TIL,R,29835217,1-1-2014,31-12-2014,X-0CE720C7-20150220_082136_953.xml,
495295,0,X-FA106186-20150218_105242_319,TIL,R,29828687,1-1-2014,31-12-2014,X-FA106186-20150218_105242_319.xml,
495296,0,X-FA106186-20150218_105406_989,TIL,R,29828318,1-1-2014,31-12-2014,X-FA106186-20150218_105406_989.xml,
495297,0,X-467CC01E-20150218_192712_758,TIL,R,29822336,1-10-2013,30-9-2014,X-467CC01E-20150218_192712_758.xml,
495298,0,X-005F77CF-20150218_141713_660,TIL,R,29819831,1-10-2013,30-9-2014,X-005F77CF-20150218_141713_660.xml,
495299,0,X-005F77CF-20150218_135642_773,TIL,R,29819823,1-10-2013,30-9-2014,X-005F77CF-20150218_135642_773.xml,
495300,0,X-28BA52E5-20150220_085438_600,TIL,R,29812314,1-10-2013,30-9-2014,X-28BA52E5-20150220_085438_600.xml,
495301,0,X-F57EC7B5-20150219_181946_074,TIL,R,29810591,1-10-2013,30-9-2014,X-F57EC7B5-20150219_181946_074.xml,
495302,0,X-FACF9A5F-20150220_100736_121,TIL,R,29806098,1-10-2013,30-9-2014,X-FACF9A5F-20150220_100736_121.xml,
495303,0,X-997D396E-20150220_082435_851,TIL,R,29801525,1-1-2014,31-12-2014,X-997D396E-20150220_082435_851.xml,
495304,0,X-5753D84B-20150218_120223_176,TIL,R,29798532,1-10-2013,30-9-2014,X-5753D84B-20150218_120223_176.xml,
495305,0,X-C37DCD07-20150219_102942_215,TIL,R,29796092,1-10-2013,30-9-2014,X-C37DCD07-20150219_102942_215.xml,
495306,0,X-5BEF9822-20150220_235451_725,TIL,R,29792658,1-1-2014,31-12-2014,X-5BEF9822-20150220_235451_725.xml,
495307,0,X-746A60FF-20150220_084030_221,TIL,R,29792399,1-10-2013,30-9-2014,X-746A60FF-20150220_084030_221.xml,
495308,0,X-C92474F3-20150220_100643_378,TIL,R,29785996,1-10-2013,30-9-2014,X-C92474F3-20150220_100643_378.xml,
495309,0,X-9AD073BD-20150219_130318_194,TIL,R,29785236,1-10-2013,30-9-2014,X-9AD073BD-20150219_130318_194.xml,
495310,0,X-4EE1E208-20150220_144231_387,TIL,R,29780668,1-10-2013,30-9-2014,X-4EE1E208-20150220_144231_387.xml,
495311,0,X-4EE1E208-20150220_143923_267,TIL,R,29780188,1-10-2013,30-9-2014,X-4EE1E208-20150220_143923_267.xml,
495312,0,X-FA106186-20150218_105121_568,TIL,R,29776911,1-1-2014,31-12-2014,X-FA106186-20150218_105121_568.xml,
495313,0,X-16654E6E-20150220_103315_011,TIL,R,29776601,1-10-2013,30-9-2014,X-16654E6E-20150220_103315_011.xml,
495314,0,X-D2F35BC6-20150219_131554_564,TIL,R,29775109,1-1-2014,31-12-2014,X-D2F35BC6-20150219_131554_564.xml,
495315,0,X-4A58A044-20150219_135438_916,TIL,R,29770182,1-1-2014,31-12-2014,X-4A58A044-20150219_135438_916.xml,
495316,0,X-48D3951C-20150220_115538_344,TIL,R,29769745,1-1-2014,31-12-2014,X-48D3951C-20150220_115538_344.xml,
495317,0,X-48D3951C-20150220_115635_931,TIL,R,29769737,1-1-2014,31-12-2014,X-48D3951C-20150220_115635_931.xml,
495318,0,X-48D3951C-20150220_115841_496,TIL,R,29769370,1-1-2014,31-12-2014,X-48D3951C-20150220_115841_496.xml,
495319,0,X-48D3951C-20150220_115737_801,TIL,R,29769265,1-1-2014,31-12-2014,X-48D3951C-20150220_115737_801.xml,
495320,0,X-F7691F47-20150219_164655_508,TIL,R,29687676,1-1-2014,31-12-2014,X-F7691F47-20150219_164655_508.xml,
495321,0,X-07242691-20150219_071630_750,TIL,R,29632790,1-1-2014,31-12-2014,X-07242691-20150219_071630_750.xml,
495322,0,X-0ADA976A-20150219_092743_314,TIL,R,29630089,1-10-2013,30-9-2014,X-0ADA976A-20150219_092743_314.xml,
495323,0,X-75DE0229-20150219_163508_067,TIL,R,29629056,1-10-2013,30-9-2014,X-75DE0229-20150219_163508_067.xml,
495324,0,X-67CDDE03-20150218_112602_997,TIL,R,29628920,1-1-2014,31-12-2014,X-67CDDE03-20150218_112602_997.xml,
495325,0,X-85F350FC-20150219_140813_433,TIL,R,29626383,1-1-2014,31-12-2014,X-85F350FC-20150219_140813_433.xml,
495326,0,X-5F7E7363-20150218_115403_775,TIL,R,29626367,1-1-2014,31-12-2014,X-5F7E7363-20150218_115403_775.xml,
495327,0,X-6453CA2B-20150220_093757_029,TIL,R,29623627,1-1-2014,31-12-2014,X-6453CA2B-20150220_093757_029.xml,
495328,0,X-FACF9A5F-20150220_122648_897,TIL,R,29621942,1-10-2013,30-9-2014,X-FACF9A5F-20150220_122648_897.xml,
495329,0,X-7DCBEB12-20150219_080355_087,TIL,R,29617368,1-10-2013,30-9-2014,X-7DCBEB12-20150219_080355_087.xml,
495330,0,X-B241CC43-20150219_103116_539,TIL,R,29614512,1-1-2014,31-12-2014,X-B241CC43-20150219_103116_539.xml,
495331,0,X-812BF9CA-20150220_115927_391,TIL,R,29613095,1-11-2013,31-10-2014,X-812BF9CA-20150220_115927_391.xml,
495332,0,X-7C89B921-20150220_112806_436,TIL,R,29608652,1-10-2013,30-9-2014,X-7C89B921-20150220_112806_436.xml,
495333,0,X-0C8A6331-20150220_104304_947,TIL,R,29601135,1-11-2013,31-10-2014,X-0C8A6331-20150220_104304_947.xml,
495334,0,X-19C91D56-20150220_131534_369,TIL,R,29539308,1-1-2014,31-12-2014,X-19C91D56-20150220_131534_369.xml,
495335,0,X-F57EC7B5-20150219_182132_658,TIL,R,29525811,1-10-2013,30-9-2014,X-F57EC7B5-20150219_182132_658.xml,
495336,0,X-F7691F47-20150218_183147_218,TIL,R,29525315,1-1-2014,31-12-2014,X-F7691F47-20150218_183147_218.xml,
495337,0,X-F7691F47-20150218_183647_148,TIL,R,29525064,1-1-2014,31-12-2014,X-F7691F47-20150218_183647_148.xml,
495338,0,X-BB3FA9F2-20150220_094756_415,TIL,R,29524742,1-10-2013,30-9-2014,X-BB3FA9F2-20150220_094756_415.xml,
495339,0,X-F57EC7B5-20150219_182244_174,TIL,R,29521123,1-10-2013,30-9-2014,X-F57EC7B5-20150219_182244_174.xml,
495340,0,X-3C915CD0-20150219_113139_847,TIL,R,29517371,1-10-2013,30-9-2014,X-3C915CD0-20150219_113139_847.xml,
495341,0,X-00B821D6-20150218_133138_120,TIL,R,29513236,1-10-2013,30-9-2014,X-00B821D6-20150218_133138_120.xml,
495342,0,X-F5D9EE32-20150220_074259_370,TIL,R,29448531,1-1-2014,31-12-2014,X-F5D9EE32-20150220_074259_370.xml,
495343,0,X-4EE1E208-20150219_124852_154,TIL,R,29444161,1-1-2014,31-12-2014,X-4EE1E208-20150219_124852_154.xml,
495344,0,X-22D964D8-20150219_090616_920,TIL,R,29443297,1-1-2014,31-12-2014,X-22D964D8-20150219_090616_920.xml,
495345,0,X-BACF7AAE-20150219_152529_246,TIL,R,29428212,1-10-2013,30-9-2014,X-BACF7AAE-20150219_152529_246.xml,
495346,0,X-17C00C26-20150220_144335_210,TIL,R,29424225,1-9-2013,31-8-2014,X-17C00C26-20150220_144335_210.xml,
495347,0,X-3CC05643-20150219_101344_300,TIL,R,29421285,1-1-2014,31-12-2014,X-3CC05643-20150219_101344_300.xml,
495348,0,X-BACF7AAE-20150219_152751_314,TIL,R,29413169,1-10-2013,30-9-2014,X-BACF7AAE-20150219_152751_314.xml,
495349,0,X-FA3899EC-20150219_105721_957,TIL,R,29410364,1-10-2013,30-9-2014,X-FA3899EC-20150219_105721_957.xml,
495350,0,X-4EE1E208-20150219_150347_003,TIL,R,29389942,1-10-2013,30-9-2014,X-4EE1E208-20150219_150347_003.xml,
495351,0,X-4B2C2F31-20150220_180223_444,TIL,R,29323828,1-1-2014,31-12-2014,X-4B2C2F31-20150220_180223_444.xml,
495352,0,X-6BD9F774-20150219_123208_386,TIL,R,29312060,1-1-2014,31-12-2014,X-6BD9F774-20150219_123208_386.xml,
495353,0,X-B9151992-20150220_130224_057,TIL,R,29307563,1-10-2013,30-9-2014,X-B9151992-20150220_130224_057.xml,
495354,0,X-450C6728-20150219_162454_303,TIL,R,29306427,1-1-2014,31-12-2014,X-450C6728-20150219_162454_303.xml,
495355,0,X-1049F5C2-20150219_103113_816,TIL,R,29245398,1-1-2014,31-12-2014,X-1049F5C2-20150219_103113_816.xml,
495356,0,X-86365DA6-20150219_081815_969,TIL,R,29242887,1-1-2014,31-12-2014,X-86365DA6-20150219_081815_969.xml,
495357,0,X-6E49C5A7-20150220_084627_155,TIL,R,29216843,1-1-2014,31-12-2014,X-6E49C5A7-20150220_084627_155.xml,
495358,0,X-853AB0E8-20150219_083930_341,TIL,R,29211779,1-1-2014,31-12-2014,X-853AB0E8-20150219_083930_341.xml,
495359,0,X-8C199C3D-20150220_165823_868,TIL,R,29211213,1-1-2014,31-12-2014,X-8C199C3D-20150220_165823_868.xml,
495360,0,X-997D396E-20150220_082714_076,TIL,R,29200289,1-1-2014,31-12-2014,X-997D396E-20150220_082714_076.xml,
495361,0,X-A1B77E64-20150218_132419_618,TIL,R,29193916,1-10-2013,30-9-2014,X-A1B77E64-20150218_132419_618.xml,
495362,0,X-18ED44CF-20150220_174421_756,TIL,R,29193207,1-1-2014,31-12-2014,X-18ED44CF-20150220_174421_756.xml,
495363,0,X-D9F5FDEA-20150218_113601_768,TIL,R,29186103,1-10-2013,30-9-2014,X-D9F5FDEA-20150218_113601_768.xml,
495364,0,X-F91FDDBD-20150218_114307_398,TIL,R,29184240,1-10-2013,30-9-2014,X-F91FDDBD-20150218_114307_398.xml,
495365,0,X-30C6B9F2-20150219_105700_972,TIL,R,29181780,1-10-2013,30-9-2014,X-30C6B9F2-20150219_105700_972.xml,
495366,0,X-FA721ED9-20150219_092540_093,TIL,R,29176671,1-1-2014,31-12-2014,X-FA721ED9-20150219_092540_093.xml,
495367,0,X-F2361ECF-20150219_141449_499,TIL,R,29176078,1-10-2013,30-9-2014,X-F2361ECF-20150219_141449_499.xml,
495368,0,X-F2361ECF-20150219_145221_017,TIL,R,29175837,1-10-2013,30-9-2014,X-F2361ECF-20150219_145221_017.xml,
495369,0,X-F7691F47-20150218_201648_720,TIL,R,29168016,1-1-2014,31-12-2014,X-F7691F47-20150218_201648_720.xml,
495370,0,X-F7691F47-20150218_121146_645,TIL,R,29166722,1-1-2014,31-12-2014,X-F7691F47-20150218_121146_645.xml,
495371,0,X-3ABD6A97-20150220_140414_913,TIL,R,29151385,1-10-2013,30-9-2014,X-3ABD6A97-20150220_140414_913.xml,
495372,0,X-D5AF0955-20150220_134420_226,TIL,R,29150540,1-1-2014,31-12-2014,X-D5AF0955-20150220_134420_226.xml,
495373,0,X-F6C818C3-20150220_130350_999,TIL,R,29146845,1-10-2013,30-9-2014,X-F6C818C3-20150220_130350_999.xml,
495374,0,X-3C6451D4-20150219_084610_667,TIL,R,29140227,1-1-2014,31-12-2014,X-3C6451D4-20150219_084610_667.xml,
495375,0,X-CFA8E695-20150220_125800_360,TIL,R,29139954,1-1-2014,31-12-2014,X-CFA8E695-20150220_125800_360.xml,
495376,0,X-8F541651-20150218_153538_321,TIL,R,29138273,1-10-2013,30-9-2014,X-8F541651-20150218_153538_321.xml,
495377,0,X-3B1FD466-20150218_180852_327,TIL,R,29135223,1-10-2013,30-9-2014,X-3B1FD466-20150218_180852_327.xml,
495378,0,X-B213571B-20150219_154718_069,TIL,R,29132429,1-10-2013,30-9-2014,X-B213571B-20150219_154718_069.xml,
495379,0,X-A288A578-20150218_150857_242,TIL,R,29131953,1-10-2013,30-9-2014,X-A288A578-20150218_150857_242.xml,
495380,0,X-85B912EF-20150220_155939_834,TIL,R,29011826,1-10-2013,30-9-2014,X-85B912EF-20150220_155939_834.xml,
495381,0,X-85B912EF-20150220_164231_816,TIL,R,29011710,1-10-2013,30-9-2014,X-85B912EF-20150220_164231_816.xml,
495382,0,X-85B912EF-20150220_162703_459,TIL,R,29011648,1-10-2013,30-9-2014,X-85B912EF-20150220_162703_459.xml,
495383,0,X-F7691F47-20150220_151654_548,TIL,R,28994141,1-1-2014,31-12-2014,X-F7691F47-20150220_151654_548.xml,
495384,0,X-037665EC-20150218_112155_656,TIL,R,28988524,1-1-2014,31-12-2014,X-037665EC-20150218_112155_656.xml,
495385,0,X-9BBAB31D-20150220_170716_374,TIL,R,28982844,1-1-2014,31-12-2014,X-9BBAB31D-20150220_170716_374.xml,
495386,0,X-417EF9B1-20150219_082702_826,TIL,R,28972245,1-10-2013,30-9-2014,X-417EF9B1-20150219_082702_826.xml,
495387,0,X-22D964D8-20150220_092947_668,TIL,R,28970846,1-10-2013,30-9-2014,X-22D964D8-20150220_092947_668.xml,
495388,0,X-66B6AF55-20150218_113459_242,TIL,R,28970838,1-10-2013,30-9-2014,X-66B6AF55-20150218_113459_242.xml,
495389,0,X-F85981E7-20150218_151828_011,TIL,R,28969988,1-10-2013,30-9-2014,X-F85981E7-20150218_151828_011.xml,
495390,0,X-9A364577-20150220_130143_996,TIL,R,28966164,1-10-2013,30-9-2014,X-9A364577-20150220_130143_996.xml,
495391,0,X-417EF9B1-20150219_102725_559,TIL,R,28965168,1-10-2013,30-9-2014,X-417EF9B1-20150219_102725_559.xml,
495392,0,X-ECFA86AF-20150218_202651_114,TIL,R,28887930,1-10-2013,30-9-2014,X-ECFA86AF-20150218_202651_114.xml,
495393,0,X-7DCBEB12-20150219_183350_258,TIL,R,28884931,1-1-2014,31-12-2014,X-7DCBEB12-20150219_183350_258.xml,
495394,0,X-4EE1E208-20150218_125922_174,TIL,R,28869916,1-10-2013,30-9-2014,X-4EE1E208-20150218_125922_174.xml,
495395,0,X-4EE1E208-20150219_180926_560,TIL,R,28868170,1-1-2014,31-12-2014,X-4EE1E208-20150219_180926_560.xml,
495396,0,X-F01B6806-20150218_201529_644,TIL,R,28865694,1-1-2014,31-12-2014,X-F01B6806-20150218_201529_644.xml,
495397,0,X-B0F982AA-20150220_085144_559,TIL,R,28864167,1-1-2014,31-12-2014,X-B0F982AA-20150220_085144_559.xml,
495398,0,X-58877689-20150218_133200_001,TIL,R,28860641,1-1-2014,31-12-2014,X-58877689-20150218_133200_001.xml,
495399,0,X-4EE1E208-20150219_180411_705,TIL,R,28857365,1-1-2014,31-12-2014,X-4EE1E208-20150219_180411_705.xml,
495400,0,X-4EE1E208-20150219_174750_131,TIL,R,28857152,1-1-2014,31-12-2014,X-4EE1E208-20150219_174750_131.xml,
495401,0,X-4EE1E208-20150219_174437_376,TIL,R,28857098,1-1-2014,31-12-2014,X-4EE1E208-20150219_174437_376.xml,
495402,0,X-7470DAD4-20150220_084356_611,TIL,R,28857020,1-1-2014,31-12-2014,X-7470DAD4-20150220_084356_611.xml,
495403,0,X-F7691F47-20150220_165154_169,TIL,R,28856423,1-1-2014,31-12-2014,X-F7691F47-20150220_165154_169.xml,
495404,0,X-85F350FC-20150220_085403_961,TIL,R,28854935,1-1-2014,31-12-2014,X-85F350FC-20150220_085403_961.xml,
495405,0,X-18B324CC-20150218_145732_776,TIL,R,28852266,1-10-2013,30-9-2014,X-18B324CC-20150218_145732_776.xml,
495406,0,X-18B324CC-20150218_160503_280,TIL,R,28852215,1-10-2013,30-9-2014,X-18B324CC-20150218_160503_280.xml,
495407,0,X-F7691F47-20150220_100151_177,TIL,R,28848978,1-10-2013,30-9-2014,X-F7691F47-20150220_100151_177.xml,
495408,0,X-A58834B8-20150220_104706_465,TIL,R,28846517,1-10-2013,30-9-2014,X-A58834B8-20150220_104706_465.xml,
495409,0,X-FA721ED9-20150219_091433_306,TIL,R,28846460,1-1-2014,31-12-2014,X-FA721ED9-20150219_091433_306.xml,
